"","lenguaje_punt","matematicas_punt","ciencias_sociales_punt","quimica_punt","fisica_punt","ingles_punt","idj","inst_pertenece_evaluado","estu_grupo_referencia","mod_comunica_escrita_punt","mod_ingles_punt","mod_lectura_critica","mod_razona_cuantitativo_punt","mod_comp_ciudadanas_punt","inse","d.gender_F","d.tuition_3","d.tuition_5","d.tuition_4","d.titulo_A","n"
"67586",37.68,47.67,43.06,52.34,49.32,42.2,1803,"U. DE LA SALLE","Agricultural Sciences",12.5,10.1,8.9,9.4,9.1,61.137889656,0,0,0,1,1,294
"68277",55.25,47.67,43.06,47.22,44.26,69.48,1803,"U. DE LA SALLE","Agricultural Sciences",11.2,13.9,11.3,9.7,10.5,60.314217144,0,0,0,1,1,294
"68480",51.21,44.48,39.05,48.97,38.57,71.53,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,11.7,8.9,9.9,9.7,58.813383879,1,0,0,1,1,294
"68511",66.94,58.13,50.42,59.25,58.93,73.83,1803,"U. DE LA SALLE","Agricultural Sciences",11.6,11.9,11.2,11.7,12.1,61.661219891,0,0,0,1,1,294
"69570",45.01,44.48,39.05,45.4,49.32,39.54,1803,"U. DE LA SALLE","Agricultural Sciences",11.1,10.3,8.7,9.5,9.2,63.621996104,1,0,0,1,1,294
"70192",55.25,44.48,52.23,43.47,51.73,50.87,1803,"U. DE LA SALLE","Agricultural Sciences",9.8,11.3,9.9,10.8,11,62.186404298,0,0,0,1,1,294
"70389",40.35,36.38,41.1,39.03,46.84,40.88,1803,"U. DE LA SALLE","Agricultural Sciences",11.7,11.4,10.8,9.6,11.2,62.460515222,0,0,0,1,1,294
"70543",57.32,36.38,31.93,47.22,51.73,44.74,1803,"U. DE LA SALLE","Agricultural Sciences",10,11.9,11,9.7,10.9,61.732978158,1,0,0,1,1,294
"71334",55.25,53.2,48.62,52.34,58.93,55.84,1803,"U. DE LA SALLE","Agricultural Sciences",11,10.4,10.4,11.5,9.8,58.730119039,0,0,0,1,1,294
"72175",51.21,44.48,39.05,43.47,38.57,36.71,1803,"U. DE LA SALLE","Agricultural Sciences",10.4,9.4,8.8,9.2,8.1,51.526400217,1,0,0,1,1,294
"72588",51.21,62.82,55.9,52.34,58.93,54.57,1803,"U. DE LA SALLE","Agricultural Sciences",9.9,11.1,11.2,10.3,10.4,54.45119498,0,0,0,1,1,294
"72746",53.22,44.48,44.96,48.97,41.52,57.13,1803,"U. DE LA SALLE","Agricultural Sciences",9.9,11,10.9,10.2,10.4,65.664272699,1,0,0,1,1,294
"72907",57.32,62.82,52.23,54.01,61.41,55.84,1803,"U. DE LA SALLE","Agricultural Sciences",11.2,11,9.9,11.7,11.1,65.728029845,1,0,1,0,1,294
"73388",51.21,36.38,44.96,45.4,44.26,65.86,1803,"U. DE LA SALLE","Agricultural Sciences",11.8,11.8,9.4,9.4,10.1,64.031067857,1,0,0,1,1,294
"74241",51.21,55.71,55.9,52.34,49.32,59.81,1803,"U. DE LA SALLE","Agricultural Sciences",11.2,10.2,9.5,10.2,10.3,55.711473089,1,0,1,0,1,294
"74573",57.87,66.94,51.31,58.17,29.13,75.34,1803,"U. DE LA SALLE","Agricultural Sciences",11.3,12.8,10.4,9.4,9.1,61.077352493,1,0,0,1,1,294
"75007",64.72,70.5,59.52,62.92,51.8,79.55,1803,"U. DE LA SALLE","Agricultural Sciences",12.5,12.3,10.2,10,10.4,62.267635163,1,0,0,1,1,294
"75032",62.18,55.48,55.36,62.92,51.8,49.51,1803,"U. DE LA SALLE","Agricultural Sciences",12.9,11.2,10.2,9.7,11.7,65.780940251,1,0,0,1,1,294
"75438",46.7,70.5,55.36,58.05,54.31,91.71,1803,"U. DE LA SALLE","Agricultural Sciences",11.4,13.9,11.3,10.6,10.8,63.890138121,0,0,0,1,1,294
"75482",57.87,49.95,47.26,55.79,40.91,79.55,1803,"U. DE LA SALLE","Agricultural Sciences",11.7,14.4,10.6,10.2,11,69.684167741,0,0,0,1,1,294
"75786",53.24,60.97,53.33,54.13,49.23,51.23,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,10.2,9.4,9.5,9.6,67.198741843,0,0,0,1,1,294
"75921",60.1,60.82,57.42,62.88,54.33,91.71,1803,"U. DE LA SALLE","Agricultural Sciences",10.6,13.9,10.6,9.9,10.7,69.755296558,1,0,0,1,1,294
"75998",59.82,58.18,51.31,54.13,59.29,83.41,1803,"U. DE LA SALLE","Agricultural Sciences",9.5,13.9,11.7,10.8,11.3,62.142938715,1,0,0,1,1,294
"23522",44.18,47.01,54.76,40.66,40.72,46.51,1803,"U. DE LA SALLE","Agricultural Sciences",10,9.4,9.5,9.4,8.2,68.056373527,0,0,1,0,1,294
"240601",62.85,56.89,61.25,48.89,33.79,65.44,1803,"U. DE LA SALLE","Agricultural Sciences",10.2,14,10.8,11.1,10.7,62.359121674,0,0,1,0,1,294
"24635",65.33,61.68,48.89,48.89,48.79,60.09,1803,"U. DE LA SALLE","Agricultural Sciences",10.4,13.9,10.7,10.8,10.6,53.749611505,1,0,0,1,1,294
"247401",54.31,84.52,50.82,59.94,48.79,55.79,1803,"U. DE LA SALLE","Agricultural Sciences",8.3,11.3,7.2,9.4,9.6,58.143259847,0,0,0,1,1,294
"25062",46.31,54.52,41.15,50.51,43.61,68.92,1803,"U. DE LA SALLE","Agricultural Sciences",10.3,13.6,10.2,10.5,9.8,69.943465204,1,0,0,1,1,294
"25137",62.85,56.89,61.25,53.9,48.79,60.09,1803,"U. DE LA SALLE","Agricultural Sciences",10.4,13.1,10.8,9.2,10.5,68.276378455,1,0,0,1,1,294
"252671",52.33,44.22,50.82,40.66,43.61,60.09,1803,"U. DE LA SALLE","Agricultural Sciences",11,11.1,10.3,10,9.5,62.383256131,1,0,0,1,1,294
"26288",52.33,47.01,45.06,38.8,40.72,53.84,1803,"U. DE LA SALLE","Agricultural Sciences",9.4,10,9.9,10.4,10.1,52.252143177,1,0,1,0,1,294
"267591",59.48,58.13,50.42,45.4,35.31,59.81,1803,"U. DE LA SALLE","Agricultural Sciences",11.6,10.5,9.8,10.1,11.8,59.72516469,1,0,0,1,1,294
"277801",55.25,58.13,41.1,52.34,46.84,61.22,1803,"U. DE LA SALLE","Agricultural Sciences",9.9,13.3,9.9,10.2,10.5,62.020460523,1,0,1,0,1,294
"277841",47.14,44.48,52.23,43.47,54.12,38.15,1803,"U. DE LA SALLE","Agricultural Sciences",11.1,10.4,9,10.5,7.7,51.370774281,1,0,0,1,1,294
"28946",51.21,50.54,43.06,43.47,46.84,48.43,1803,"U. DE LA SALLE","Agricultural Sciences",9.9,9.2,11,10.8,10.3,60.469899419,0,0,0,1,1,294
"29059",55.25,44.48,54.05,55.7,49.32,111.94,1803,"U. DE LA SALLE","Agricultural Sciences",10.6,13.9,10.7,9.8,9.8,68.941066244,0,0,0,1,1,294
"292341",55.25,53.2,57.79,52.34,49.32,79.55,1803,"U. DE LA SALLE","Agricultural Sciences",11.2,14.1,11.4,10.7,10.6,55.411472266,1,0,0,1,1,294
"293411",49.19,55.71,54.05,55.7,54.12,49.65,1803,"U. DE LA SALLE","Agricultural Sciences",10.9,11.6,9.6,10.6,8.6,59.61896971,1,0,0,1,1,294
"29445",47.14,53.2,52.23,48.97,54.12,59.81,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,10.8,10.7,10.9,9.6,64.781956724,0,0,0,1,1,294
"29672",45.01,53.2,48.62,50.66,54.12,64.23,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,11.8,10.9,11.5,10.8,70.362892154,0,0,0,1,1,294
"29950",59.48,55.71,52.23,50.66,44.26,39.54,1803,"U. DE LA SALLE","Agricultural Sciences",9.4,10.1,9.4,10.3,10.1,49.476487529,0,0,0,1,1,294
"29960",53.22,53.2,50.42,43.47,44.26,64.23,1803,"U. DE LA SALLE","Agricultural Sciences",10.5,11.5,10.1,10.8,9.8,63.122757587,1,0,0,1,1,294
"30003",51.21,55.71,50.42,52.34,44.26,40.88,1803,"U. DE LA SALLE","Agricultural Sciences",8.7,9.6,9.7,9.9,9.2,65.704162543,0,0,1,0,1,294
"300831",53.22,60.49,59.76,48.97,41.52,64.23,1803,"U. DE LA SALLE","Agricultural Sciences",11.4,11.9,11.5,10.4,10.5,64.582339635,0,0,0,1,1,294
"303491",59.48,62.82,54.05,50.66,44.26,67.6,1803,"U. DE LA SALLE","Agricultural Sciences",10,11.9,10.5,10.3,10.8,61.829329861,1,0,1,0,1,294
"303571",49.19,53.2,55.9,47.22,46.84,42.2,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,9.5,10.5,10.1,8.9,58.139763737,1,0,1,0,1,294
"305901",47.14,50.54,46.81,41.37,44.26,44.74,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,10.4,9.4,10.1,10.5,56.044039925,1,0,1,0,0,294
"309421",47.14,50.54,43.06,48.97,51.73,61.22,1803,"U. DE LA SALLE","Agricultural Sciences",11.1,11.6,9.1,10.3,9.1,64.580744139,1,0,0,1,1,294
"321081",47.14,53.2,54.05,47.22,46.84,42.2,1803,"U. DE LA SALLE","Agricultural Sciences",10.3,10,10.7,10.2,8.9,61.737040542,1,0,0,1,1,294
"321101",51.21,47.67,55.9,50.66,49.32,64.23,1803,"U. DE LA SALLE","Agricultural Sciences",10,10.6,8.8,10.7,8.2,59.325267038,0,0,1,0,1,294
"32161",45.01,50.54,43.06,45.4,44.26,42.2,1803,"U. DE LA SALLE","Agricultural Sciences",10.1,9.2,11.1,10.8,9.6,65.651128867,1,0,1,0,1,294
"323121",53.22,53.2,57.79,57.44,54.12,67.6,1803,"U. DE LA SALLE","Agricultural Sciences",9.4,14.1,10.4,11.3,10.4,66.544862723,0,0,0,1,1,294
"33049",42.76,50.54,52.23,52.34,44.26,45.98,1803,"U. DE LA SALLE","Agricultural Sciences",9.2,10.4,11.2,8.5,10.8,57.112890846,1,0,0,1,0,294
"33542",55.25,30.49,44.96,45.4,46.84,62.69,1803,"U. DE LA SALLE","Agricultural Sciences",11.5,11.6,9.4,10.4,9.4,55.6818081,0,0,0,1,1,294
"33560",49.19,47.67,50.42,39.03,41.52,39.54,1803,"U. DE LA SALLE","Agricultural Sciences",9.8,10.3,10.1,9.5,10.1,61.110455219,1,0,0,1,1,294
"33776",49.19,47.67,44.96,48.97,27,67.6,1803,"U. DE LA SALLE","Agricultural Sciences",10.9,12.8,10.6,9.6,10.3,69.193531188,0,0,0,1,1,294
"338101",55.25,53.2,57.79,47.22,44.26,50.87,1803,"U. DE LA SALLE","Agricultural Sciences",9.4,10.2,10.2,8.9,10.3,62.999582278,1,0,1,0,1,294
"341991",64.21,47.67,46.81,52.34,44.26,57.13,1803,"U. DE LA SALLE","Agricultural Sciences",8.2,11.3,10.5,10.2,10.7,55.634768642,1,0,0,1,1,294
"34760",57.32,58.13,57.79,48.97,51.73,62.69,1803,"U. DE LA SALLE","Agricultural Sciences",10.5,11.6,11.2,10.1,9.8,66.741295247,1,0,0,1,1,294
"353801",47.14,36.38,50.42,43.47,54.12,44.74,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,9.2,9,9,8.9,62.01155079,0,0,0,1,0,294
"35491",57.32,72.55,59.76,59.25,51.73,64.23,1803,"U. DE LA SALLE","Agricultural Sciences",10,13.3,11,11.9,11.3,67.424713768,0,0,0,1,1,294
"365291",40.35,53.2,36.86,43.47,31.55,33.63,1803,"U. DE LA SALLE","Agricultural Sciences",9.2,9.4,8.6,9.3,8.3,61.530803421,0,0,0,1,1,294
"366441",53.22,53.2,48.62,52.34,46.84,43.48,1803,"U. DE LA SALLE","Agricultural Sciences",10.1,10.1,10.1,10.7,9.8,58.139244943,0,1,0,0,0,294
"366461",51.21,53.2,46.81,43.47,44.26,48.43,1803,"U. DE LA SALLE","Agricultural Sciences",8.8,9.4,8.6,10.1,8.9,61.149033812,0,0,0,1,1,294
"366741",37.68,44.48,43.06,52.34,51.73,40.88,1803,"U. DE LA SALLE","Agricultural Sciences",10.9,8.6,9.3,8.9,10.1,59.488969275,0,0,0,1,1,294
"369501",45.01,50.54,43.06,41.37,51.73,47.21,1803,"U. DE LA SALLE","Agricultural Sciences",10.4,10.6,11.5,10.4,9.5,52.761999293,1,0,0,1,1,294
"373901",47.14,47.67,50.42,47.22,38.57,52.09,1803,"U. DE LA SALLE","Agricultural Sciences",10.4,10.3,10.5,11.1,10.3,63.987225334,1,0,1,0,1,294
"37664",47.14,53.2,36.86,43.47,46.84,39.54,1803,"U. DE LA SALLE","Agricultural Sciences",9.9,10.5,10.3,9.4,9.5,53.067030175,1,0,1,0,1,294
"376901",49.19,47.67,48.62,48.97,44.26,59.81,1803,"U. DE LA SALLE","Agricultural Sciences",11,11.4,10.9,11.4,10.2,56.526287853,1,0,0,1,0,294
"379151",51.21,47.67,46.81,45.4,38.57,45.98,1803,"U. DE LA SALLE","Agricultural Sciences",10.7,10.2,10.2,10.2,9.9,58.15387752,1,0,1,0,1,294
"387311",34.62,40.82,34.51,39.03,38.57,38.15,1803,"U. DE LA SALLE","Agricultural Sciences",9.9,9.8,9.4,9.5,9.5,54.808562541,1,0,0,1,1,294
"387631",45.01,44.48,36.86,41.37,35.31,50.87,1803,"U. DE LA SALLE","Agricultural Sciences",9.8,10.9,9.6,8.4,9.6,64.172069097,1,0,0,1,1,294
"389771",57.32,62.82,66.38,45.4,51.73,65.86,1803,"U. DE LA SALLE","Agricultural Sciences",10.4,11.4,11.2,11.5,10.2,61.645210839,1,0,0,1,1,294
"391271",64.21,55.71,43.06,48.97,41.52,49.65,1803,"U. DE LA SALLE","Agricultural Sciences",9.2,10,10.2,9.1,10.5,61.238387767,1,0,0,1,1,294
"392891",45.01,40.82,59.76,48.97,31.55,36.71,1803,"U. DE LA SALLE","Agricultural Sciences",11.3,10.3,10.8,9.4,10.5,50.570943747,1,0,0,1,1,294
"394501",42.76,47.67,44.96,45.4,44.26,39.54,1803,"U. DE LA SALLE","Agricultural Sciences",10.6,10.3,9.4,9.9,10.1,59.130928352,1,0,0,1,1,294
"39694",51.21,36.38,36.86,41.37,20.96,42.2,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,9.8,9.2,10.1,9,66.315761117,1,0,1,0,1,294
"40269",51.21,47.67,52.23,41.37,51.73,79.55,1803,"U. DE LA SALLE","Agricultural Sciences",9.4,11.9,10.7,10.6,10.8,72.086617359,0,0,0,1,1,294
"412671",49.19,53.2,52.23,52.34,51.73,73.83,1803,"U. DE LA SALLE","Agricultural Sciences",9.9,11.7,10.4,10.4,11.1,63.274427239,1,0,0,1,1,294
"420291",45.01,53.2,48.62,48.97,49.32,55.84,1803,"U. DE LA SALLE","Agricultural Sciences",9.4,11.8,10.7,10.2,10.2,51.873283057,1,0,1,0,1,294
"424231",51.21,55.71,48.62,54.01,41.52,49.65,1803,"U. DE LA SALLE","Agricultural Sciences",9.4,11.3,10.1,10,10,63.734369469,0,0,0,1,1,294
"42516",47.14,47.67,46.81,50.66,35.31,59.81,1803,"U. DE LA SALLE","Agricultural Sciences",10.5,10.6,11.2,10.8,9.7,53.034052867,1,0,1,0,1,294
"43295",55.25,36.38,55.9,47.22,44.26,64.23,1803,"U. DE LA SALLE","Agricultural Sciences",10.4,11.8,10.5,11.3,9.2,64.675157771,1,0,1,0,1,294
"439721",49.19,44.48,66.38,47.22,51.73,58.45,1803,"U. DE LA SALLE","Agricultural Sciences",8.3,10.2,10.3,10.6,10.6,51.679045288,0,0,1,0,1,294
"442021",55.25,44.48,54.05,50.66,46.84,79.55,1803,"U. DE LA SALLE","Agricultural Sciences",12,15,10.3,9.8,11,59.539237904,1,0,0,0,1,294
"44725",53.22,40.82,52.23,43.47,41.52,52.09,1803,"U. DE LA SALLE","Agricultural Sciences",11.2,10.5,10.4,8.4,10.8,60.465525842,1,0,0,1,1,294
"44916",49.19,53.2,50.42,48.97,54.12,52.09,1803,"U. DE LA SALLE","Agricultural Sciences",10.4,12.3,11.4,10.8,10.6,62.421939069,0,0,0,1,0,294
"455051",45.01,47.67,50.42,52.34,49.32,45.98,1803,"U. DE LA SALLE","Agricultural Sciences",9.4,10.1,9.2,9.4,9.5,60.833748477,0,0,0,1,0,294
"457381",57.32,53.2,39.05,39.03,49.32,54.57,1803,"U. DE LA SALLE","Agricultural Sciences",11.1,11.9,9.6,9.2,9.3,60.639813127,1,0,0,1,1,294
"460391",49.19,55.71,41.1,39.03,49.32,62.69,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,11,10.5,11.3,9.2,57.915312334,1,0,1,0,1,294
"46180",53.22,50.54,54.05,47.22,51.73,45.98,1803,"U. DE LA SALLE","Agricultural Sciences",8.7,9.5,10.4,10.6,10.3,53.226845379,0,0,0,1,1,294
"46204",51.21,40.82,54.05,50.66,49.32,53.32,1803,"U. DE LA SALLE","Agricultural Sciences",9.5,10.3,9.8,10.6,10.4,66.426059389,0,0,0,1,1,294
"47315",49.19,58.13,55.9,47.22,49.32,69.48,1803,"U. DE LA SALLE","Agricultural Sciences",10.5,11.3,10.5,9.5,10.1,66.45784509,1,0,0,1,1,294
"47428",55.25,50.54,52.23,52.34,44.26,58.45,1803,"U. DE LA SALLE","Agricultural Sciences",9.4,11.9,10.8,10.6,11.3,58.43707224,1,0,0,1,0,294
"477771",51.21,36.38,39.05,43.47,49.32,40.88,1803,"U. DE LA SALLE","Agricultural Sciences",10.2,10.3,9.9,10.3,9.3,63.849158789,1,0,0,1,1,294
"480621",53.22,40.82,52.23,47.22,58.93,61.22,1803,"U. DE LA SALLE","Agricultural Sciences",8.4,11.2,10.5,9.3,10.1,59.616955692,1,0,1,0,1,294
"482361",40.35,50.54,48.62,45.4,49.32,42.2,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,9.9,9.5,11,9.5,66.61662158,0,0,0,1,1,294
"487971",51.21,50.54,52.23,50.66,44.26,54.57,1803,"U. DE LA SALLE","Agricultural Sciences",8.8,12.9,10.7,9.6,9.7,52.993415879,1,0,0,1,1,294
"49830",37.68,40.82,39.05,47.22,56.51,69.48,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,12.3,9.1,9.5,9.9,61.269994861,0,0,0,1,1,294
"509511",49.19,50.54,46.81,55.7,51.73,64.23,1803,"U. DE LA SALLE","Agricultural Sciences",9.9,12.3,10.7,10.3,10,58.843643818,0,0,1,0,1,294
"514041",64.21,50.54,61.83,45.4,41.52,64.23,1803,"U. DE LA SALLE","Agricultural Sciences",10.9,11.8,11.2,10.6,10.8,63.406104924,1,0,0,1,1,294
"523191",51.21,47.67,50.42,55.7,56.51,43.48,1803,"U. DE LA SALLE","Agricultural Sciences",9.4,9.7,10.1,10.5,10.4,54.236060051,0,0,0,1,1,294
"533401",53.22,47.67,44.96,41.37,38.57,53.32,1803,"U. DE LA SALLE","Agricultural Sciences",8.7,10.8,10.5,9.2,10.5,60.473819631,1,0,0,1,1,294
"53924",51.21,55.71,46.81,47.22,41.52,44.74,1803,"U. DE LA SALLE","Agricultural Sciences",10.1,10,10.2,9.7,9.8,56.634696399,0,0,0,1,1,294
"539711",57.32,55.71,52.23,47.22,49.32,43.48,1803,"U. DE LA SALLE","Agricultural Sciences",11,9.7,11.2,10.7,10.2,54.050661098,0,0,1,0,0,294
"546401",45.01,30.49,43.06,45.4,38.57,52.09,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,10.6,11.2,10.2,10,56.27195421,1,0,0,1,1,294
"547871",55.25,58.13,39.05,48.97,49.32,55.84,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,10.4,10.3,11,10.1,55.196017494,1,0,0,1,1,294
"550531",49.19,36.38,50.42,45.4,41.52,39.54,1803,"U. DE LA SALLE","Agricultural Sciences",9.9,10.6,8.9,9,9.3,53.491311368,1,0,0,1,1,294
"560571",62.18,58.18,57.13,50.66,51.8,62.69,1803,"U. DE LA SALLE","Agricultural Sciences",11.1,13.9,11.6,11,11.3,68.421118399,0,0,0,1,1,294
"564041",39.6,58.01,55.36,45.71,37.58,83.41,1803,"U. DE LA SALLE","Agricultural Sciences",10.4,14.4,10.4,10.2,9.7,70.377214766,1,0,1,0,1,294
"56746",51.1,55.48,61.69,47.37,40.67,79.55,1803,"U. DE LA SALLE","Agricultural Sciences",9.6,13.3,11,10.2,11.1,70.71620691,1,0,1,0,1,294
"567481",55.39,58.18,57.13,38.72,40.67,100,1803,"U. DE LA SALLE","Agricultural Sciences",11.1,13.9,8.7,10.2,7.6,62.524950078,1,0,0,1,1,294
"578551",62.18,67.05,51.31,54.13,56.8,71.12,1803,"U. DE LA SALLE","Agricultural Sciences",9.6,13.3,11.2,10.8,10.8,68.937909125,0,0,1,0,1,294
"57886",46.7,60.97,45,52.36,43.72,83.41,1803,"U. DE LA SALLE","Agricultural Sciences",9.9,11.6,10.9,10.5,10.2,55.077193084,1,0,1,0,1,294
"59666",53.24,58.18,47.26,49,59.29,75.34,1803,"U. DE LA SALLE","Agricultural Sciences",10.4,12.8,8.4,9.8,9.2,56.326392031,1,0,1,0,1,294
"608891",53.24,47.5,53.33,52.36,49.23,71.12,1803,"U. DE LA SALLE","Agricultural Sciences",10,11.9,10.4,10.8,10.1,65.946782301,1,0,0,1,1,294
"61318",45.12,45.01,50.26,53.84,45.69,44.74,1803,"U. DE LA SALLE","Agricultural Sciences",9.8,10.3,10.5,9,10.1,53.108210999,1,0,1,0,0,294
"617761",47.18,39.56,54.29,55.57,45.69,53.32,1803,"U. DE LA SALLE","Agricultural Sciences",11.2,12.9,12.3,10.5,7.9,61.16953371,1,0,0,1,1,294
"619381",56.57,56.59,69.23,62.19,54.91,88.67,1803,"U. DE LA SALLE","Agricultural Sciences",9.8,12.8,10.1,11.1,10.3,65.918778135,0,0,0,1,1,294
"620281",40.57,52.15,50.02,52.16,45.69,38.31,1803,"U. DE LA SALLE","Agricultural Sciences",10.6,10.3,9.4,9.5,9.1,58.282199485,1,0,1,0,1,294
"62156",52.97,49.84,46.09,55.57,53.45,49.65,1803,"U. DE LA SALLE","Agricultural Sciences",11,11,10.3,10.5,10.3,62.908655862,0,0,0,1,1,294
"624891",51.08,45.01,43.91,47.13,50.98,48.43,1803,"U. DE LA SALLE","Agricultural Sciences",11.5,11.1,10.7,10.3,10.6,61.880922214,1,0,0,1,1,294
"626161",45.12,54.43,54.29,53.84,55.85,49.65,1803,"U. DE LA SALLE","Agricultural Sciences",10.5,11.2,10,8.7,10.8,59.731310842,1,0,0,1,1,294
"636191",48.95,69.18,66.85,57.92,57.26,76.45,1803,"U. DE LA SALLE","Agricultural Sciences",11.1,11.4,11.2,12.7,10,68.378789557,0,0,1,0,1,294
"63972",54.66,42.36,54.06,50.94,52.53,57.13,1803,"U. DE LA SALLE","Agricultural Sciences",10.3,10.9,10.2,9.5,9.5,56.269754543,1,0,0,1,1,294
"643551",49.15,59.02,58.1,52.16,48.41,58.45,1803,"U. DE LA SALLE","Agricultural Sciences",11.4,13.6,11,10.3,11.5,69.178206085,1,0,0,1,1,294
"649061",50.87,58.89,41.64,50.94,34.94,76.45,1803,"U. DE LA SALLE","Agricultural Sciences",11.1,10.8,10.7,11,10.2,62.743098786,1,0,1,0,1,294
"653271",54.87,52.15,56.07,63.57,50.98,43.48,1803,"U. DE LA SALLE","Agricultural Sciences",10.3,10.2,10.6,9.4,10.1,58.887543936,1,0,1,0,1,294
"653761",50.87,52.06,54.29,49.3,54.91,43.48,1803,"U. DE LA SALLE","Agricultural Sciences",9.9,11.9,10.4,10.5,10.2,55.019954465,1,0,1,0,1,294
"657091",52.77,54.33,33.88,54.29,52.53,35.21,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,10.3,9.7,10.5,8.9,59.569224819,0,0,0,1,1,294
"659011",52.97,49.84,50.26,52.16,55.85,48.43,1803,"U. DE LA SALLE","Agricultural Sciences",10.4,9.5,9.9,11,9.4,60.07482831,0,0,0,1,0,294
"662161",50.87,58.89,52.28,52.59,52.53,42.2,1803,"U. DE LA SALLE","Agricultural Sciences",8.8,10,9.7,10.7,10.2,58.703868861,0,0,0,1,1,294
"684761",56.57,49.77,58.1,46,50.09,73.83,1803,"U. DE LA SALLE","Agricultural Sciences",10,13.2,10.9,10.8,11.3,63.152769952,1,0,0,1,1,294
"686271",42.72,42.36,33.88,36.21,47.54,40.89,1803,"U. DE LA SALLE","Agricultural Sciences",9.9,9.5,6.7,9.3,7.5,66.679204195,0,0,1,0,1,294
"692221",50.87,42.36,60.35,47.67,54.91,55.84,1803,"U. DE LA SALLE","Agricultural Sciences",11.1,10.1,12,10.7,10.4,43.493307884,1,0,0,1,1,294
"69227",58.76,49.84,56.29,43.56,42.75,40.89,1803,"U. DE LA SALLE","Agricultural Sciences",11.6,11.1,9.9,9.8,10,52.543052127,1,0,0,1,1,294
"694131",51.08,45.01,56.29,48.83,58.23,57.13,1803,"U. DE LA SALLE","Agricultural Sciences",9.9,10.3,9.9,10.7,10.5,56.190281407,0,0,1,0,0,294
"697171",58.76,56.71,60.17,66.18,53.45,69.48,1803,"U. DE LA SALLE","Agricultural Sciences",10,10.1,9.7,10.3,9.3,61.696581499,1,0,1,0,1,294
"699391",58.52,47.41,50.26,49.3,41.92,54.57,1803,"U. DE LA SALLE","Agricultural Sciences",10,11.6,10.6,9.4,9.6,54.530548984,1,0,0,1,1,294
"69940",42.93,47.48,64.6,52.16,53.45,81.05,1803,"U. DE LA SALLE","Agricultural Sciences",10.4,13.3,11.4,10.9,11.4,40.687259589,1,0,0,1,1,294
"699511",51.08,39.56,46.09,55.57,48.41,49.65,1803,"U. DE LA SALLE","Agricultural Sciences",9.8,10.3,10,10.4,9.8,55.927493152,1,0,0,1,1,294
"702081",51.08,39.56,48.2,45.38,39.48,42.2,1803,"U. DE LA SALLE","Agricultural Sciences",10.8,9.1,9.9,9.4,9.1,59.014659151,0,0,1,0,1,294
"707521",46.97,49.77,52.28,36.21,50.09,52.09,1803,"U. DE LA SALLE","Agricultural Sciences",10.5,11.8,9.9,9.3,9.5,63.7624529,0,0,0,1,1,294
"710401",52.97,45.01,56.07,45.38,39.48,40.89,1803,"U. DE LA SALLE","Agricultural Sciences",11.5,11.5,8.5,10.4,9.4,62.912603383,1,0,0,1,1,294
"721491",37.95,45.01,50.26,48.83,55.85,47.21,1803,"U. DE LA SALLE","Agricultural Sciences",9.8,10.3,9.6,10.4,10.8,66.807289582,0,0,0,1,1,294
"728881",46.97,36.42,52.28,46,52.53,47.21,1803,"U. DE LA SALLE","Agricultural Sciences",9.4,9.4,8.3,9.3,8.5,65.86929288,0,0,0,1,1,294
"730631",58.52,58.89,58.1,49.3,47.54,52.09,1803,"U. DE LA SALLE","Agricultural Sciences",9.4,11.1,12.1,11,12.1,61.099690967,1,0,1,0,1,294
"730941",51.08,54.43,54.29,45.38,35.72,49.65,1803,"U. DE LA SALLE","Agricultural Sciences",10.1,10.9,10.3,9.9,10.3,61.139255336,1,0,0,1,1,294
"731221",52.97,54.43,71.78,55.57,48.41,49.65,1803,"U. DE LA SALLE","Agricultural Sciences",11.1,10.3,10.5,10.1,11.3,60.384530448,1,0,0,1,1,294
"731251",46.97,49.77,56.29,49.3,44.84,48.43,1803,"U. DE LA SALLE","Agricultural Sciences",9.3,11,10.9,11,11,60.384530448,0,0,0,1,1,294
"735771",42.93,39.56,58.3,48.83,48.41,40.89,1803,"U. DE LA SALLE","Agricultural Sciences",10.9,10.3,10.1,10.7,9.6,46.810007272,1,0,1,0,0,294
"742991",56.57,47.41,52.28,59.94,47.54,52.09,1803,"U. DE LA SALLE","Agricultural Sciences",12,10.4,11.9,10.8,11.3,58.569059542,1,0,0,1,1,294
"753461",46.97,47.41,46.09,67.93,54.91,47.21,1803,"U. DE LA SALLE","Agricultural Sciences",10.6,11.2,11.2,10.7,10.6,61.444798187,0,0,0,1,1,294
